date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:49	112023/112023	---M--	200	added ('OK')	image/jpeg	etag:%221b597-6442d811-e9edeee495096792;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider_bg2_1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider_bg2_1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:51	96463/96463	---M--	200	added ('OK')	image/jpeg	etag:%22178cf-6442d811-deac7827f5d44332;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider_bg2_2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider_bg2_2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:53	416475/416475	---M--	200	added ('OK')	image/png	etag:%2265adb-6442d811-ffb5c00096757be3;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about2_2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about2_2.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:53	215506/215506	---M--	200	added ('OK')	image/png	etag:%22349d2-6442d811-e36c8dbb59827030;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about2_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about2_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:53	96780/96780	---M--	200	added ('OK')	image/png	etag:%2217a0c-6442d811-13ee95ca5f741e3d;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/pattern2_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/pattern2_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:53	4387/4387	---M--	200	added ('OK')	image/png	etag:%221123-6442d811-2557f20b921aa94c;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:54	4430/4430	---M--	200	added ('OK')	image/png	etag:%22114e-6442d811-57d6581f9680638f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo2.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:54	5990/5990	---M--	200	added ('OK')	image/png	etag:%221766-6442d811-a1e19c7ef728412c;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo3.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:55	63101/63101	---M--	200	added ('OK')	image/jpeg	etag:%22f67d-6442d811-ae94f4cc7640c6d7;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:56	76345/76345	---M--	200	added ('OK')	image/jpeg	etag:%2212a39-6442d811-31e5d1bc743bcb1d;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:57	51700/51700	---M--	200	added ('OK')	image/jpeg	etag:%22c9f4-6442d811-cdfe22c0819ec188;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:58	87770/87770	---M--	200	added ('OK')	image/jpeg	etag:%22156da-6442d811-bb4d234aed3e26ae;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio4.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:59	52780/52780	---M--	200	added ('OK')	image/jpeg	etag:%22ce2c-6442d811-8770e6ed1130fbaf;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio5.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio5.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:55:59	60365/60365	---M--	200	added ('OK')	image/jpeg	etag:%22ebcd-6442d811-3e2fe75a1761b4a1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio6.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio6.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:00	56466/56466	---M--	200	added ('OK')	image/png	etag:%22dc92-6442d811-2ea1f1f639a107e0;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:01	55271/55271	---M--	200	added ('OK')	image/png	etag:%22d7e7-6442d811-82abc89df13e5c44;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial2.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:02	43667/43667	---M--	200	added ('OK')	image/png	etag:%22aa93-6442d811-cbeae79291724307;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/testimonial3.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:02	8394/8394	---M--	200	added ('OK')	image/jpeg	etag:%2220ca-6442d811-ecd50c81c5d1e838;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:03	8741/8741	---M--	200	added ('OK')	image/jpeg	etag:%222225-6442d811-55e965422c74f018;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:03	11960/11960	---M--	200	added ('OK')	image/jpeg	etag:%222eb8-6442d811-d0999af3d6b32717;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/test_author3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:04	2893/2893	---M--	200	added ('OK')	image/png	etag:%22b4d-6442d811-4efdbece515574df;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:04	2812/2812	---M--	200	added ('OK')	image/png	etag:%22afc-6442d811-6b41cca2f05bfe47;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon2.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:05	3207/3207	---M--	200	added ('OK')	image/png	etag:%22c87-6442d811-bf84e83bc78ff957;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon3.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:05	2334/2334	---M--	200	added ('OK')	image/png	etag:%2291e-6442d811-f7c239eda4600cd;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon4.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon4.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:06	2305/2305	---M--	200	added ('OK')	image/png	etag:%22901-6442d811-52fa8c0458707a37;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon5.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon5.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:06	2680/2680	---M--	200	added ('OK')	image/png	etag:%22a78-6442d811-1d276186d0e550c9;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/sicon6.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/sicon6.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:07	2641/2641	---M--	200	added ('OK')	image/png	etag:%22a51-6442d811-58814a6814632049;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:07	2472/2472	---M--	200	added ('OK')	image/png	etag:%229a8-6442d811-b51e15100da1251f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_2.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:08	2515/2515	---M--	200	added ('OK')	image/png	etag:%229d3-6442d811-5daa5130607fc33a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author2_3.png	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:08	10848/10848	---M--	200	added ('OK')	image/jpeg	etag:%222a60-6442d811-6054ea91424ce44a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:09	8681/8681	---M--	200	added ('OK')	image/jpeg	etag:%2221e9-6442d811-3fe61adcb4eec282;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:09	9931/9931	---M--	200	added ('OK')	image/jpeg	etag:%2226cb-6442d811-506fde3be65ead50;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1_3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-2.html)
15:56:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:08%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:11	113255/113255	---M--	200	added ('OK')	image/jpeg	etag:%221ba67-6442d811-3f0ae9500c702e06;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:11	109921/109921	---M--	200	added ('OK')	image/jpeg	etag:%221ad61-6442d811-c6530d603d1a762d;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:12	153589/153589	---M--	200	added ('OK')	image/jpeg	etag:%22257f5-6442d811-a7330fc094231556;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:13	167360/167360	---M--	200	added ('OK')	image/jpeg	etag:%2228dc0-6442d811-1f1564f9f547cdd6;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_4.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:14	94318/94318	---M--	200	added ('OK')	image/jpeg	etag:%221706e-6442d811-52cf51abc5fb0a08;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_5.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/hero/slider3_5.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:15	450102/450102	---M--	200	added ('OK')	image/png	etag:%226de36-6442d811-4db6b1f8ae00fadc;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about3_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about3_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:15	16901/16901	---M--	200	added ('OK')	image/jpeg	etag:%224205-6442d811-6243168c8e890aa1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/feature3_1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/feature3_1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:17	324987/324987	---M--	200	added ('OK')	image/png	etag:%224f57b-6442d811-bbdf9d54325709fb;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:18	406536/406536	---M--	200	added ('OK')	image/png	etag:%2263408-6442d811-86b9c712eb1532a9;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_2.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:19	380212/380212	---M--	200	added ('OK')	image/png	etag:%225cd34-6442d811-d598af31d2c09340;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3_3.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:19	88841/88841	---M--	200	added ('OK')	image/jpeg	etag:%2215b09-6442d811-5cc73e4dbd89d0b0;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/feedback_bg.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/feedback_bg.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:20	6773/6773	---M--	200	added ('OK')	image/png	etag:%221a75-6442d811-85dbf38af13104e4;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/f_author.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/f_author.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:21	42091/42091	---M--	200	added ('OK')	image/jpeg	etag:%22a46b-6442d811-56898af8efa58a4c;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:21	40038/40038	---M--	200	added ('OK')	image/jpeg	etag:%229c66-6442d811-5ea84f3f2c3a9bd1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:22	38671/38671	---M--	200	added ('OK')	image/jpeg	etag:%22970f-6442d811-e178988c2cf95413;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:23	41453/41453	---M--	200	added ('OK')	image/jpeg	etag:%22a1ed-6442d811-457b0956fb6776df;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/team/team3_4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/team/team3_4.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:24	99186/99186	---M--	200	added ('OK')	image/jpeg	etag:%2218372-6442d811-4f1d8e0c257aeb07;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/counter_bg.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/counter_bg.jpg	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:24	131445/131445	---M--	200	added ('OK')	image/png	etag:%2220175-6442d811-1e6f1a61880a696e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_2.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:25	1439/1439	---M--	200	added ('OK')	image/png	etag:%2259f-6442d811-e9abb73aaf7c97e7;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_2.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:26	174986/174986	---M--	200	added ('OK')	image/png	etag:%222ab8a-6442d811-a252567325917e17;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:26	1412/1412	---M--	200	added ('OK')	image/png	etag:%22584-6442d811-e6f63a7fa2108bd1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_1.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:27	149140/149140	---M--	200	added ('OK')	image/png	etag:%2224694-6442d811-b00dfff91821c181;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog3_3.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:27	1571/1571	---M--	200	added ('OK')	image/png	etag:%22623-6442d811-54b5d6c136648bc2;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author3_3.png	(from https://www.devsnews.com/template/tionco/tionco/index-3.html)
15:56:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:26%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:29	76450/76450	---M--	200	added ('OK')	image/jpeg	etag:%2212aa2-6442d811-93c4f7126c297ad7;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about_s1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about_s1.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:29	48788/48788	---M--	200	added ('OK')	image/jpeg	etag:%22be94-6442d811-281c20ff8e2f4bf3;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about_ss1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about_ss1.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:30	5491/5491	---M--	200	added ('OK')	image/png	etag:%221573-6442d811-280b68244759e2cd;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about_author.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about_author.png	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:30	3870/3870	---M--	200	added ('OK')	image/png	etag:%22f1e-6442d811-9c224ea82ae2938b;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/sign.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/sign.png	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:31	81645/81645	---M--	200	added ('OK')	image/jpeg	etag:%2213eed-6442d811-8cfcbe8512861467;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/work1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/work1.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:32	112915/112915	---M--	200	added ('OK')	image/jpeg	etag:%221b913-6442d811-af993ff69f5c91f1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/work2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/work2.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:32	86436/86436	---M--	200	added ('OK')	image/jpeg	etag:%22151a4-6442d811-c87b7d223a8a8a38;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/work3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/work3.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:33	89155/89155	---M--	200	added ('OK')	image/jpeg	etag:%2215c43-6442d811-5c0ce01332454922;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/work4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/work4.jpg	(from https://www.devsnews.com/template/tionco/tionco/about.html)
15:56:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:32%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:34	77180/77180	---M--	200	added ('OK')	image/jpeg	etag:%2212d7c-6442d811-5682b0dfcf6a9e18;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/service_s1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/service_s1.jpg	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:35	3723/3723	---M--	200	added ('OK')	image/png	etag:%22e8b-6442d811-c6082a8d14c5349f;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo_s1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo_s1.png	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:35	3075/3075	---M--	200	added ('OK')	image/png	etag:%22c03-6442d811-376c8725657c1a11;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/promo_s2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/promo_s2.png	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:36	93297/93297	---M--	200	added ('OK')	image/jpeg	etag:%2216c71-6442d811-22e56cef648fc809;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/service_ssm1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/service_ssm1.jpg	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:37	93689/93689	---M--	200	added ('OK')	image/jpeg	etag:%2216df9-6442d811-60e7244614ea34ed;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/services/service_ssm2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/services/service_ssm2.jpg	(from https://www.devsnews.com/template/tionco/tionco/service-details.html)
15:56:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:56:36%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:39	90595/90595	---M--	200	added ('OK')	image/jpeg	etag:%22161e3-6442d811-de805fb47eb2475b;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s1.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
15:56:40	88956/88956	---M--	200	added ('OK')	image/jpeg	etag:%2215b7c-6442d811-78a28906ca7c337e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/portfolio/portfolio_s2.jpg	(from https://www.devsnews.com/template/tionco/tionco/portfolio.html)
